"","word","n"
"1","nigger",708
"2","white",626
"3","jew",597
"4","fuck",561
"5","women",515
"6","false",473
"7","click",398
"8","el",396
"9","function",393
"10","russia",371
"11","russian",328
"12","war",323
"13","god",309
"14","retard",304
"15","ukraine",304
"16","america",297
"17","world",295
"18","based",282
"19","country",282
"20","faggot",277
"21","party",276
"22","posting",265
"23","coming",259
"24","learn",240
"25","weeks",237
"26","real",234
"27","force",231
"28","happy",231
"29","check",224
"30","live",217
"31","money",214
"32","spread",207
"33","trial",204
"34","birthday",200
"35","box",200
"36","hate",199
"37","literally",199
"38","origin",197
"39","life",196
"40","acceptance",195
"41","script",195
"42","stop",194
"43","canvas",193
"44","confetti",192
"45","janitor",192
"46","bad",184
"47","black",183
"48","government",178
"49","germany",177
"50","house",158
"51","trump",154
"52","kill",153
"53","power",151
"54","death",147
"55","love",144
"56","church",138
"57","pope",138
"58","wrong",137
"59","left",136
"60","guy",135
"61","sex",133
"62","vote",132
"63","pay",130
"64","pretty",130
"65","fight",128
"66","ai",125
"67","free",124
"68","gay",124
"69","nice",122
"70","chinese",121
"71","makes",120
"72","reason",120
"73","canada",117
"74","happened",117
"75","west",116
"76","countries",113
"77","hard",113
"78","stupid",112
"79","support",111
"80","speaker",108
"81","start",108
"82","talk",108
"83","hope",105
"84","shill",105
"85","military",103
"86","single",103
"87","evil",102
"88","food",101
"89","system",101
"90","imagine",100
"91","win",100
"92","fake",98
"93","stuff",98
"94","times",98
"95","understand",98
"96","jesus",97
"97","call",96
"98","western",96
"99","human",95
"100","german",94
"101","happen",94
"102","ukrainian",94
"103","die",93
"104","ass",92
"105","basically",92
"106","dumb",92
"107","israel",92
"108","germans",91
"109","matter",91
"110","child",90
"111","children",90
"112","race",90
"113","care",89
"114","dead",88
"115","means",88
"116","hell",87
"117","idea",87
"118","op",87
"119","catholic",86
"120","entire",86
"121","feel",86
"122","americas",85
"123","european",85
"124","half",85
"125","nazi",85
"126","ago",84
"127","history",84
"128","person",84
"129","society",84
"130","china",83
"131","days",83
"132","racist",83
"133","actual",82
"134","age",82
"135","called",82
"136","christ",82
"137","video",82
"138","completely",80
"139","gonna",80
"140","book",79
"141","city",79
"142","low",79
"143","anti",78
"144","british",78
"145","head",78
"146","remember",78
"147","send",78
"148","fighting",77
"149","absolutely",76
"150","bullshit",76
"151","change",76
"152","living",76
"153","told",76
"154","christian",75
"155","guess",75
"156","happening",75
"157","killed",75
"158","media",75
"159","poland",75
"160","run",75
"161","started",75
"162","female",74
"163","holy",74
"164","president",74
"165","buy",73
"166","kids",73
"167","leave",73
"168","rest",73
"169","build",72
"170","culture",72
"171","hand",72
"172","modern",72
"173","prophet",72
"174","talking",72
"175","ugly",72
"176","nation",70
"177","word",70
"178","average",69
"179","blacks",69
"180","funny",69
"181","future",69
"182","worse",69
"183","lose",68
"184","sage",68
"185","winning",68
"186","mind",67
"187","satan",67
"188","sense",67
"189","britain",65
"190","line",65
"191","lost",65
"192","truth",65
"193","girl",64
"194","job",64
"195","set",64
"196","books",63
"197","current",63
"198","iq",63
"199","simply",63
"200","anymore",62
"201","easy",62
"202","family",62
"203","land",62
"204","situation",62
"205","violence",62
"206","blood",61
"207","giving",61
"208","islam",61
"209","law",61
"210","car",60
"211","control",60
"212","dude",60
"213","exist",60
"214","gun",60
"215","king",60
"216","polish",60
"217","religion",60
"218","social",60
"219","father",59
"220","town",59
"221","worth",59
"222","bring",58
"223","flag",58
"224","pic",58
"225","plan",58
"226","politics",58
"227","school",58
"228","tier",58
"229","wait",58
"230","agree",57
"231","crime",57
