"","word","n"
"1","jew",1099
"2","white",660
"3","fuck",545
"4","nigger",486
"5","women",373
"6","israel",356
"7","retard",302
"8","world",295
"9","posting",285
"10","based",274
"11","hate",274
"12","country",270
"13","party",270
"14","america",264
"15","real",256
"16","faggot",251
"17","learn",243
"18","war",237
"19","ukraine",227
"20","force",226
"21","trial",201
"22","life",197
"23","bad",183
"24","literally",183
"25","russian",182
"26","russia",177
"27","live",176
"28","stop",171
"29","money",167
"30","god",163
"31","die",161
"32","love",156
"33","black",149
"34","children",148
"35","kill",143
"36","eat",141
"37","makes",140
"38","sage",135
"39","irish",134
"40","government",133
"41","care",131
"42","pretty",126
"43","death",124
"44","jesus",121
"45","race",120
"46","left",116
"47","anti",112
"48","german",110
"49","feel",108
"50","flag",108
"51","means",108
"52","understand",108
"53","imagine",104
"54","countries",103
"55","hard",103
"56","free",101
"57","kids",101
"58","op",101
"59","west",100
"60","days",99
"61","indian",99
"62","start",99
"63","stupid",99
"64","wrong",99
"65","magyar",98
"66","power",98
"67","call",97
"68","single",97
"69","called",96
"70","ireland",96
"71","reason",96
"72","nice",94
"73","sense",94
"74","ago",93
"75","person",93
"76","fat",90
"77","food",89
"78","hungary",89
"79","support",88
"80","language",87
"81","military",87
"82","fake",86
"83","gay",85
"84","germany",85
"85","muslim",85
"86","system",85
"87","change",84
"88","guy",84
"89","happen",84
"90","buy",83
"91","earth",83
"92","half",83
"93","killed",83
"94","video",83
"95","european",82
"96","family",82
"97","times",82
"98","actual",81
"99","americas",81
"100","western",81
"101","christ",80
"102","lost",80
"103","low",80
"104","trump",80
"105","iq",79
"106","remember",79
"107","shill",79
"108","hungarian",78
"109","living",78
"110","gonna",77
"111","population",77
"112","religion",77
"113","talking",77
"114","dumb",75
"115","human",75
"116","poor",75
"117","car",74
"118","evil",74
"119","idea",74
"120","pic",74
"121","speak",74
"122","funny",73
"123","matter",73
"124","de",72
"125","guess",72
"126","mass",72
"127","stuff",72
"128","talk",72
"129","weak",72
"130","ass",71
"131","dead",71
"132","hell",71
"133","india",70
"134","job",70
"135","average",69
"136","culture",69
"137","exist",69
"138","brown",68
"139","history",68
"140","hope",68
"141","total",68
"142","age",67
"143","army",67
"144","body",67
"145","cope",67
"146","holy",67
"147","political",67
"148","cauldron",66
"149","meat",66
"150","question",66
"151","status",66
"152","taking",66
"153","word",66
"154","worse",66
"155","anymore",65
"156","christian",65
"157","coming",65
"158","control",65
"159","land",65
"160","deal",64
"161","child",63
"162","english",63
"163","mind",63
"164","weeks",63
"165","completely",62
"166","happened",62
"167","run",62
"168","rest",61
"169","society",61
"170","worth",61
"171","bullshit",60
"172","fight",60
"173","nation",60
"174","parents",60
"175","pay",60
"176","politicians",60
"177","basically",59
"178","christianity",59
"179","class",59
"180","media",59
"181","win",59
"182","house",58
"183","join",58
"184","national",58
"185","pro",58
"186","propaganda",58
"187","told",58
"188","words",58
"189","immigration",57
"190","threads",57
"191","blood",56
"192","dick",56
"193","normal",56
"194","president",56
"195","rape",56
"196","shot",56
"197","thinking",56
"198","germans",55
"199","politics",55
"200","shut",55
"201","claim",54
"202","entire",54
"203","healthy",54
"204","milk",54
"205","related",54
