"","word","n"
"1","jew",1970
"2","israel",1500
"3","fuck",653
"4","white",642
"5","war",475
"6","false",443
"7","click",389
"8","function",387
"9","el",385
"10","nigger",334
"11","retard",330
"12","world",318
"13","posting",311
"14","country",310
"15","ukraine",288
"16","real",280
"17","force",272
"18","america",265
"19","coming",265
"20","party",262
"21","money",258
"22","support",253
"23","based",251
"24","learn",237
"25","weeks",237
"26","women",237
"27","hate",227
"28","check",222
"29","happy",219
"30","faggot",212
"31","spread",204
"32","kill",203
"33","land",203
"34","box",202
"35","free",200
"36","training",200
"37","script",197
"38","origin",196
"39","acceptance",193
"40","death",193
"41","god",192
"42","janitor",192
"43","anti",191
"44","trial",191
"45","birthday",190
"46","canvas",190
"47","confetti",190
"48","literally",177
"49","russia",175
"50","stop",166
"51","iran",160
"52","die",159
"53","contract",157
"54","shill",157
"55","military",156
"56","palestinians",154
"57","bad",149
"58","countries",149
"59","care",148
"60","fight",147
"61","happen",146
"62","job",145
"63","live",145
"64","muslim",144
"65","dead",142
"66","government",142
"67","transformation",141
"68","flag",138
"69","attack",136
"70","pay",132
"71","russian",132
"72","threads",131
"73","children",129
"74","hope",124
"75","happening",122
"76","arab",115
"77","holy",114
"78","stupid",114
"79","role",110
"80","video",110
"81","gonna",108
"82","left",108
"83","power",106
"84","kids",103
"85","leading",102
"86","middle",102
"87","life",100
"88","genocide",99
"89","huge",98
"90","love",98
"91","multicultural",97
"92","wrong",97
"93","nice",95
"94","palestinian",95
"95","pro",93
"96","society",93
"97","americas",92
"98","reason",92
"99","times",92
"100","christian",91
"101","total",89
"102","start",88
"103","ass",87
"104","fake",87
"105","pretty",87
"106","west",87
"107","control",85
"108","gay",85
"109","pain",85
"110","quit",85
"111","china",84
"112","conflict",84
"113","killing",83
"114","ago",82
"115","buy",82
"116","days",82
"117","east",81
"118","killed",81
"119","means",81
"120","run",81
"121","imagine",80
"122","fighting",79
"123","leave",79
"124","company",78
"125","understand",78
"126","wars",78
"127","win",78
"128","hard",77
"129","makes",77
"130","remember",76
"131","single",76
"132","dumb",75
"133","enemy",75
"134","boomer",73
"135","entire",73
"136","feel",73
"137","guy",73
"138","food",72
"139","nigel",72
"140","media",71
"141","op",71
"142","rape",71
"143","trump",71
"144","black",70
"145","matter",70
"146","happened",69
"147","inflation",69
"148","sign",69
"149","stay",69
"150","employer",68
"151","cries",67
"152","fat",67
"153","hand",67
"154","survive",67
"155","wait",67
"156","allowed",66
"157","dollars",66
"158","law",66
"159","learned",66
"160","started",66
"161","basically",65
"162","european",65
"163","ground",65
"164","half",65
"165","race",65
"166","guess",64
"167","living",64
"168","low",64
"169","paid",64
"170","border",63
"171","india",63
"172","intelligence",63
"173","pic",63
"174","words",63
"175","british",62
"176","christ",62
"177","destroy",62
"178","history",62
"179","lose",62
"180","reminder",62
"181","western",62
"182","brown",61
"183","idea",61
"184","iq",61
"185","army",59
