"","word","n"
"1","jew",1150
"2","israel",744
"3","white",470
"4","fuck",467
"5","false",433
"6","world",424
"7","god",394
"8","function",389
"9","el",388
"10","click",386
"11","nigger",336
"12","retard",318
"13","women",314
"14","war",303
"15","coming",284
"16","america",279
"17","life",266
"18","posting",265
"19","force",262
"20","party",261
"21","faggot",247
"22","happy",237
"23","weeks",237
"24","learn",235
"25","literally",225
"26","check",223
"27","spread",219
"28","hate",212
"29","country",211
"30","based",206
"31","origin",203
"32","box",200
"33","real",199
"34","trial",198
"35","birthday",196
"36","live",195
"37","acceptance",193
"38","canvas",193
"39","script",192
"40","confetti",190
"41","janitor",190
"42","video",188
"43","kill",182
"44","bad",180
"45","stop",176
"46","money",174
"47","free",171
"48","gay",168
"49","death",166
"50","die",161
"51","government",153
"52","care",148
"53","love",138
"54","ukraine",136
"55","reason",131
"56","military",128
"57","dead",127
"58","reality",126
"59","religion",125
"60","power",124
"61","ai",123
"62","pretty",122
"63","start",122
"64","feel",121
"65","support",121
"66","wrong",121
"67","muslim",120
"68","understand",117
"69","hard",116
"70","single",115
"71","islam",114
"72","earth",110
"73","fake",108
"74","guy",108
"75","hope",108
"76","media",107
"77","ago",106
"78","children",106
"79","times",106
"80","truth",106
"81","anymore",104
"82","history",104
"83","anti",102
"84","cope",101
"85","makes",101
"86","black",100
"87","happen",99
"88","killed",99
"89","gonna",98
"90","days",97
"91","kids",97
"92","modern",96
"93","stupid",96
"94","family",95
"95","called",94
"96","system",94
"97","attack",92
"98","change",92
"99","christianity",91
"100","land",91
"101","paul",91
"102","russia",91
"103","social",89
"104","imagine",88
"105","play",88
"106","jake",87
"107","society",87
"108","happening",86
"109","question",86
"110","americas",85
"111","buy",85
"112","matter",85
"113","talking",85
"114","call",84
"115","flag",84
"116","jesus",84
"117","op",84
"118","silver",84
"119","job",83
"120","elmer",82
"121","guess",82
"122","iran",82
"123","propaganda",81
"124","told",81
"125","countries",80
"126","iq",80
"127","isis",80
"128","completely",79
"129","fight",79
"130","game",79
"131","gun",79
"132","idea",79
"133","stuff",79
"134","means",78
"135","middle",78
"136","nice",78
"137","control",77
"138","human",77
"139","exist",76
"140","living",76
"141","denounce",75
"142","king",74
"143","wait",74
"144","actual",73
"145","ass",73
"146","fine",73
