"","word","n"
"1","jew",1287
"2","israel",712
"3","white",633
"4","fuck",497
"5","false",435
"6","function",397
"7","el",390
"8","click",387
"9","retard",348
"10","america",344
"11","war",314
"12","women",311
"13","nigger",302
"14","weeks",290
"15","world",277
"16","posting",267
"17","real",262
"18","coming",258
"19","force",256
"20","happy",242
"21","box",235
"22","check",235
"23","party",231
"24","learn",229
"25","country",228
"26","spread",218
"27","based",217
"28","god",212
"29","trial",209
"30","china",198
"31","money",198
"32","origin",198
"33","script",198
"34","birthday",193
"35","janitor",193
"36","acceptance",192
"37","canvas",192
"38","confetti",192
"39","literally",192
"40","life",180
"41","faggot",179
"42","live",175
"43","bad",168
"44","love",159
"45","stop",157
"46","hate",156
"47","government",150
"48","race",149
"49","die",148
"50","anti",134
"51","dead",132
"52","care",124
"53","fight",124
"54","pretty",124
"55","russia",123
"56","kill",120
"57","makes",120
"58","shill",117
"59","support",116
"60","ukraine",116
"61","vaccine",116
"62","debt",115
"63","free",114
"64","history",114
"65","hospital",114
"66","chinese",113
"67","military",113
"68","death",112
"69","west",112
"70","countries",111
"71","south",111
"72","start",111
"73","killed",109
"74","media",109
"75","talking",108
"76","reason",107
"77","draft",106
"78","missiles",106
"79","guy",105
"80","leave",104
"81","wrong",104
"82","black",103
"83","feel",103
"84","gonna",103
"85","hope",103
"86","middle",102
"87","happened",100
"88","called",99
"89","imagine",98
"90","times",96
"91","trump",96
"92","left",95
"93","stupid",94
"94","happen",93
"95","iran",92
"96","means",92
"97","power",92
"98","russian",92
"99","ago",90
"100","lie",90
"101","control",89
"102","days",89
"103","lost",89
"104","worse",89
"105","ass",88
"106","india",88
"107","hard",87
"108","indian",87
"109","buy",86
"110","european",86
"111","person",86
"112","run",86
"113","pay",85
"114","attack",84
"115","single",84
"116","started",84
"117","kids",83
"118","taking",83
"119","total",83
"120","truth",83
"121","fake",82
"122","society",82
"123","jesus",81
"124","muslim",81
"125","remember",80
"126","understand",80
"127","americas",79
"128","anymore",79
"129","basically",79
"130","flag",79
"131","system",79
"132","job",78
"133","living",78
"134","matter",78
"135","twitter",78
"136","north",77
"137","red",77
"138","happening",76
"139","close",75
"140","gay",75
"141","idea",75
"142","brown",74
"143","church",74
"144","evil",74
"145","nice",74
"146","population",74
"147","video",74
"148","call",73
"149","mind",73
"150","night",73
"151","ow",72
"152","water",72
"153","bit",71
"154","fat",71
"155","funny",71
"156","million",71
"157","cope",70
"158","died",70
"159","family",70
"160","human",70
"161","low",70
"162","bullshit",69
"163","house",69
"164","op",69
"165","social",69
"166","brain",68
"167","car",68
"168","half",68
"169","stuff",68
"170","average",67
"171","goyim",67
"172","public",67
"173","talk",67
"174","disgusting",66
"175","entire",66
"176","germany",66
"177","guess",66
"178","propaganda",66
"179","sense",66
"180","christian",65
"181","collapse",65
"182","level",65
"183","status",65
"184","absolutely",63
"185","eat",63
"186","iq",63
"187","mushrooms",63
"188","thinking",63
"189","told",63
"190","weed",63
"191","change",62
"192","completely",62
"193","found",62
"194","holy",62
"195","shot",62
"196","bombed",61
"197","children",61
"198","hell",61
"199","holocaust",61
"200","millions",61
"201","pic",61
"202","week",61
"203","foreign",59
"204","western",59
"205","yemen",59
"206","arab",58
"207","cancer",58
"208","fighting",58
"209","fire",58
"210","ground",58
"211","smoke",58
"212","story",58
"213","current",57
"214","future",57
"215","question",57
"216","threads",57
"217","claim",56
"218","land",56
"219","lose",56
"220","sage",56
"221","wait",56
"222","lying",54
"223","majority",54
"224","earth",53
"225","east",53
"226","food",53
"227","hours",53
"228","modern",53
"229","palestinians",53
"230","canada",52
"231","chance",52
"232","due",52
"233","dumb",52
"234","fine",52
"235","fun",52
"236","bunch",51
"237","girls",51
"238","muhammad",51
"239","rest",51
"240","send",51
"241","wars",51
"242","worth",51
"243","actual",50
"244","destroy",50
"245","eyes",50
"246","lives",50
"247","class",49
"248","destroyed",49
"249","enjoy",49
"250","german",49
"251","head",49
"252","killing",49
"253","mass",49
"254","prophet",49
"255","source",49
"256","word",49
"257","bank",48
"258","dude",48
"259","economy",48
"260","game",48
"261","lies",48
"262","police",48
"263","political",48
"264","related",48
"265","simply",48
"266","telling",48
"267","titan",48
"268","ugly",48
"269","weird",48
"270","friends",47
"271","front",47
"272","hear",47
"273","laws",47
"274","reality",47
"275","safe",47
"276","win",47
"277","boomers",46
"278","catholic",46
"279","checked",46
"280","easy",46
"281","france",46
"282","greek",46
"283","hand",46
"284","sell",46
"285","shut",46
"286","totally",46
"287","afghanistan",45
"288","age",45
"289","amount",45
"290","christ",45
"291","diary",45
"292","goy",45
"293","months",45
"294","poor",45
"295","proof",45
"296","sex",45
"297","billion",44
"298","city",44
"299","culture",44
"300","heart",44
"301","issue",44
"302","past",44
"303","president",44
"304","rape",44
"305","sounds",44
"306","talmud",44
"307","vaccines",44
"308","afghan",43
"309","border",43
"310","law",43
