"","word","n"
"1","jew",1753
"2","white",723
"3","fuck",536
"4","israel",533
"5","women",450
"6","nigger",426
"7","retard",411
"8","war",360
"9","america",328
"10","world",319
"11","god",309
"12","posting",305
"13","russia",285
"14","based",274
"15","russian",274
"16","learn",263
"17","country",261
"18","ukraine",258
"19","party",257
"20","force",255
"21","faggot",252
"22","real",245
"23","free",244
"24","life",237
"25","literally",224
"26","children",222
"27","government",210
"28","live",210
"29","hate",208
"30","stop",198
"31","money",197
"32","trial",197
"33","bad",186
"34","porn",181
"35","anti",174
"36","love",170
"37","kids",169
"38","stupid",166
"39","dick",157
"40","makes",148
"41","care",147
"42","death",147
"43","start",144
"44","christian",142
"45","wrong",142
"46","guy",141
"47","dead",140
"48","kill",140
"49","control",137
"50","sex",137
"51","understand",134
"52","wife",134
"53","media",128
"54","die",127
"55","power",127
"56","house",125
"57","video",125
"58","left",124
"59","reason",124
"60","baby",121
"61","evil",120
"62","jesus",119
"63","killed",118
"64","military",117
"65","european",116
"66","pretty",116
"67","support",115
"68","family",113
"69","nice",113
"70","shill",113
"71","fake",112
"72","suck",112
"73","propaganda",111
"74","sage",111
"75","society",110
"76","black",109
"77","times",108
"78","child",107
"79","remember",107
"80","human",106
"81","race",106
"82","gay",105
"83","eat",104
"84","hard",104
"85","hope",103
"86","imagine",103
"87","ass",100
"88","ago",98
"89","countries",98
"90","history",98
"91","living",98
"92","op",98
"93","single",98
"94","west",98
"95","dumb",96
"96","entire",96
"97","matter",96
"98","pic",96
"99","feel",95
"100","means",95
"101","city",94
"102","iran",94
"103","person",94
"104","basically",92
"105","call",92
"106","change",92
"107","happened",92
"108","cope",91
"109","happen",91
"110","rape",91
"111","pay",90
"112","job",89
"113","worse",89
"114","mask",88
"115","system",88
"116","talking",88
"117","buy",87
"118","low",86
"119","population",86
"120","stuff",86
"121","land",85
"122","bullshit",84
"123","culture",84
"124","total",84
"125","anymore",83
"126","fight",83
"127","funny",83
"128","social",83
"129","hell",82
"130","christ",81
"131","started",80
"132","told",80
"133","book",79
"134","called",79
"135","related",79
"136","water",79
"137","days",78
"138","happening",78
"139","king",78
"140","trump",78
"141","wait",78
"142","class",77
"143","german",77
"144","hot",77
"145","lost",77
"146","run",77
"147","western",77
"148","flag",76
"149","gonna",76
"150","americas",75
"151","brown",75
"152","choice",75
