"","word","n"
"1","jew",1188
"2","israel",524
"3","fuck",504
"4","white",502
"5","nigger",369
"6","women",345
"7","russia",339
"8","retard",316
"9","country",296
"10","russian",289
"11","world",274
"12","posting",273
"13","america",272
"14","party",248
"15","force",238
"16","learn",232
"17","war",217
"18","based",216
"19","real",212
"20","trial",198
"21","faggot",186
"22","bad",185
"23","literally",179
"24","life",178
"25","live",169
"26","free",167
"27","hate",164
"28","government",160
"29","de",142
"30","stop",140
"31","money",139
"32","kill",138
"33","ukraine",138
"34","die",137
"35","love",136
"36","control",130
"37","death",129
"38","black",125
"39","god",124
"40","makes",118
"41","children",117
"42","power",117
"43","single",115
"44","reason",112
"45","trump",112
"46","china",108
"47","military",108
"48","anti",106
"49","land",106
"50","left",106
"51","media",106
"52","sex",106
"53","border",104
"54","family",104
"55","wrong",104
"56","pretty",101
"57","care",100
"58","countries",98
"59","finland",98
"60","video",98
"61","nice",97
"62","dead",96
"63","house",95
"64","imagine",95
"65","start",95
"66","pay",94
"67","called",90
"68","class",90
"69","food",90
"70","op",89
"71","entire",87
"72","hard",87
"73","fake",86
"74","means",86
"75","west",86
"76","half",84
"77","hope",84
"78","city",83
"79","gay",83
"80","kids",83
"81","remember",83
"82","shill",83
"83","ass",82
"84","human",82
"85","living",82
"86","understand",82
"87","ago",81
"88","americas",81
"89","anymore",81
"90","buy",81
"91","feel",80
"92","ship",80
"93","guy",79
"94","public",79
"95","times",79
"96","car",78
"97","poor",78
"98","water",77
"99","cope",76
"100","job",76
"101","support",76
"102","talking",76
"103","chinese",75
"104","days",75
"105","fight",75
"106","german",74
"107","immigration",74
"108","population",74
"109","stupid",74
"110","political",73
"111","build",72
"112","happened",72
"113","reality",72
"114","gonna",71
"115","propaganda",71
"116","red",71
"117","run",71
"118","status",71
"119","coming",70
"120","completely",70
"121","race",70
"122","school",70
"123","total",70
"124","built",68
"125","head",68
"126","society",68
"127","average",67
"128","brown",67
"129","flag",67
"130","jesus",67
"131","killed",67
"132","lost",67
"133","taking",67
"134","boomers",66
"135","bunch",66
"136","girls",66
"137","person",66
"138","vote",66
"139","call",65
"140","earth",65
"141","mass",65
"142","western",65
"143","evil",64
"144","idea",64
"145","pic",64
"146","destroyed",63
"147","drink",63
"148","girl",63
"149","iq",63
"150","middle",63
"151","modern",63
"152","started",63
"153","child",62
"154","close",62
"155","dumb",62
"156","move",62
"157","tunnel",62
"158","massa",61
"159","sage",61
"160","stay",61
"161","body",60
"162","eat",60
"163","fun",60
"164","win",60
"165","canada",59
"166","change",59
"167","european",59
"168","religion",59
"169","stuff",59
"170","ern",58
"171","leave",58
"172","low",58
"173","socialist",58
"174","east",57
"175","fat",57
"176","happen",57
"177","matter",57
"178","sense",57
"179","shut",57
"180","worse",57
"181","nation",56
"182","pro",56
"183","system",56
"184","thinking",55
"185","ukrainian",55
"186","guess",54
"187","history",54
"188","holy",54
"189","housing",54
"190","shot",54
"191","social",54
"192","actual",53
"193","bullshit",53
"194","inflation",53
"195","president",53
"196","age",52
"197","cost",52
"198","killing",52
"199","migrants",52
"200","rest",52
"201","talk",52
"202","told",52
"203","christ",51
"204","cool",51
"205","dick",51
"206","door",51
"207","easy",51
"208","mind",51
"209","proof",51
"210","supposed",51
"211","bitch",50
"212","fire",50
"213","related",50
"214","send",50
"215","attack",49
"216","building",49
"217","company",49
"218","forces",49
"219","hell",49
"220","mastermind",49
"221","months",49
"222","normal",49
"223","north",49
"224","ai",48
"225","allowed",48
"226","blood",48
"227","deal",48
"228","enemy",48
"229","fascism",48
"230","million",48
"231","play",48
"232","price",48
"233","al",47
"234","comfy",47
"235","economy",47
"236","game",47
"237","germany",47
"238","hand",47
"239","question",47
"240","simple",47
"241","basically",46
"242","simply",46
"243","week",46
"244","culture",45
"245","exist",45
"246","heard",45
"247","hours",45
"248","literal",45
"249","lower",45
"250","term",45
"251","absolutely",44
"252","bit",44
"253","business",44
"254","cut",44
"255","hospital",44
"256","past",44
"257","politics",44
"258","train",44
"259","words",44
"260","archive",43
"261","boat",43
"262","el",43
"263","en",43
"264","honestly",43
"265","la",43
"266","law",43
"267","line",43
"268","losing",43
"269","massive",43
"270","realize",43
"271","sea",43
"272","smell",43
"273","south",43
"274","talmud",43
"275","asian",42
"276","cares",42
"277","funny",42
"278","future",42
"279","goy",42
"280","individual",42
"281","planet",42
"282","prices",42
"283","short",42
"284","source",42
"285","wait",42
"286","weird",42
"287","act",41
"288","argentina",41
"289","destroy",41
"290","english",41
"291","explain",41
"292","fighting",41
"293","happening",41
"294","millions",41
"295","month",41
"296","wife",41
"297","xi",41
"298","checked",40
"299","lose",40
"300","majority",40
"301","racist",40
"302","rich",40
"303","soda",40
"304","walk",40
"305","weeks",40
"306","bring",39
"307","cheap",39
"308","claim",39
"309","companies",39
"310","eating",39
"311","including",39
"312","paid",39
"313","technology",39
"314","threads",39
"315","whore",39
"316","word",39
"317","banned",38
"318","chance",38
"319","data",38
"320","dude",38
"321","evidence",38
"322","friend",38
"323","hands",38
"324","immigrants",38
"325","inside",38
"326","intelligence",38
"327","leader",38
"328","male",38
"329","rape",38
"330","tax",38
"331","worker",38
"332","cars",37
"333","christian",37
"334","died",37
"335","ethnic",37
"336","found",37
"337","hey",37
"338","plan",37
"339","random",37
"340","running",37
"341","safe",37
"342","seething",37
"343","shipping",37
"344","straight",37
"345","won",37
"346","air",36
"347","brain",36
"348","bump",36
"349","commie",36
"350","continue",36
"351","eventually",36
"352","heart",36
"353","lie",36
"354","meat",36
"355","rabbi",36
"356","situation",36
"357","sold",36
"358","tanks",36
"359","videos",36
"360","born",35
"361","couple",35
"362","current",35
"363","due",35
"364","election",35
"365","fall",35
"366","fine",35
"367","french",35
"368","friends",35
"369","language",35
"370","market",35
"371","rent",35
"372","speak",35
"373","stopped",35
"374","totally",35
"375","twitter",35
"376","winning",35
"377","ancient",34
"378","army",34
"379","blame",34
"380","cities",34
"381","foreign",34
"382","houses",34
"383","humans",34
"384","level",34
"385","lies",34
"386","list",34
"387","personal",34
"388","property",34
"389","shower",34
"390","truth",34
"391","walking",34
"392","accept",33
"393","agree",33
"394","boats",33
"395","bought",33
"396","common",33
"397","dollars",33
"398","footage",33
"399","generation",33
"400","happy",33
"401","mother",33
"402","playing",33
"403","poland",33
"404","popular",33
"405","process",33
"406","pussy",33
"407","reminder",33
"408","sad",33
"409","save",33
"410","seethe",33
"411","sell",33
"412","space",33
"413","armed",32
"414","babies",32
"415","borders",32
"416","cock",32
"417","container",32
"418","costs",32
"419","disgusting",32
"420","enjoy",32
"421","eugenics",32
"422","extremely",32
"423","eyes",32
"424","form",32
"425","front",32
"426","hot",32
"427","local",32
"428","prince",32
"429","type",32
"430","worth",32
"431","answer",31
"432","check",31
"433","compared",31
"434","deserve",31
"435","dying",31
"436","germans",31
"437","issue",31
"438","link",31
"439","night",31
"440","porn",31
"441","religious",31
"442","roman",31
"443","skin",31
"444","soviet",31
"445","takes",31
"446","telling",31
"447","van",31
"448","ban",30
"449","belarus",30
"450","boys",30
"451","college",30
"452","convert",30
"453","cult",30
"454","denounce",30
"455","diet",30
"456","economic",30
"457","finally",30
"458","forced",30
"459","genocide",30
"460","global",30
"461","goyim",30
"462","hear",30
"463","huge",30
"464","idiot",30
"465","lived",30
"466","moving",30
"467","obvious",30
"468","oil",30
"469","opinion",30
"470","result",30
"471","sort",30
"472","story",30
"473","strong",30
"474","tunnels",30
"475","art",29
"476","bar",29
"477","boomer",29
"478","brazil",29
"479","british",29
"480","calling",29
"481","considered",29
"482","correct",29
"483","create",29
"484","david",29
"485","deep",29
"486","effect",29
"487","expensive",29
"488","figure",29
"489","gun",29
"490","judaism",29
"491","kid",29
"492","met",29
"493","pick",29
"494","set",29
"495","soap",29
"496","stand",29
"497","theory",29
"498","weapons",29
"499","wins",29
"500","wood",29
"501","wow",29
"502","amount",28
"503","attention",28
"504","boy",28
"505","christianity",28
"506","civilization",28
"507","drugs",28
"508","easily",28
"509","expect",28
"510","giving",28
"511","hair",28
"512","hold",28
"513","homeless",28
"514","homes",28
"515","king",28
"516","korea",28
"517","lord",28
"518","lots",28
"519","policy",28
"520","resources",28
"521","results",28
"522","son",28
"523","sounds",28
"524","sugar",28
"525","super",28
"526","thousands",28
"527","wall",28
"528","absolute",27
"529","africa",27
"530","article",27
"531","book",27
"532","communist",27
"533","complete",27
"534","controlled",27
"535","cute",27
"536","daily",27
"537","damn",27
"538","enemies",27
"539","fear",27
"540","field",27
"541","gas",27
"542","holocaust",27
"543","illegal",27
"544","laws",27
"545","major",27
"546","mine",27
"547","notice",27
"548","parents",27
"549","recently",27
"550","refugees",27
"551","sand",27
"552","shooting",27
"553","soldiers",27
"554","ted",27
"555","wealth",27
"556","aware",26
"557","biggest",26
"558","blonde",26
"559","cargo",26
"560","crime",26
"561","cross",26
"562","drug",26
"563","elections",26
"564","empire",26
"565","experience",26
"566","false",26
"567","father",26
"568","female",26
"569","forget",26
"570","join",26
"571","lives",26
"572","mental",26
"573","metal",26
"574","multiple",26
"575","palestinians",26
"576","picture",26
"577","prove",26
"578","racial",26
"579","spread",26
"580","ugly",26
"581","wars",26
"582","afraid",25
"583","argument",25
"584","base",25
"585","bet",25
"586","blacks",25
"587","conflict",25
"588","crisis",25
"589","dice",25
"590","doubt",25
"591","feed",25
"592","feet",25
"593","flat",25
"594","issues",25
"595","japan",25
"596","late",25
"597","lying",25
"598","main",25
"599","moral",25
"600","nature",25
"601","nonsense",25
"602","pathetic",25
"603","peace",25
"604","politicians",25
"605","reading",25
"606","regular",25
"607","scared",25
"608","slave",25
"609","smart",25
"610","snake",25
"611","steal",25
"612","street",25
"613","subhuman",25
"614","transport",25
"615","vaccine",25
"616","waiting",25
"617","watching",25
"618","weak",25
"619","worst",25
"620","add",24
"621","afford",24
"622","anime",24
"623","break",24
"624","burn",24
"625","chip",24
"626","claims",24
"627","clean",24
"628","community",24
"629","degenerate",24
"630","drones",24
"631","families",24
"632","fault",24
"633","fix",24
"634","freedom",24
"635","genes",24
"636","hit",24
"637","influence",24
"638","information",24
"639","iran",24
"640","jobs",24
"641","joe",24
"642","minutes",24
"643","plenty",24
"644","protect",24
"645","reasons",24
"646","rule",24
"647","service",24
"648","share",24
"649","soul",24
"650","ammo",23
"651","apartment",23
"652","baby",23
"653","basic",23
"654","brought",23
"655","chosen",23
"656","communism",23
"657","conspiracy",23
"658","dangerous",23
"659","defend",23
"660","directly",23
"661","energy",23
"662","fascist",23
"663","guns",23
"664","italy",23
"665","joke",23
"666","knowledge",23
"667","moment",23
"668","movement",23
"669","music",23
"670","mutts",23
"671","natural",23
"672","previous",23
"673","rate",23
"674","record",23
"675","region",23
"676","required",23
"677","secret",23
"678","security",23
"679","si",23
"680","sit",23
"681","starts",23
"682","suck",23
"683","suicide",23
"684","surprised",23
"685","tier",23
"686","trade",23
"687","bank",22
"688","canal",22
"689","cancer",22
"690","chug",22
"691","decades",22
"692","double",22
"693","drop",22
"694","filled",22
"695","genetic",22
"696","greedy",22
"697","industry",22
"698","info",22
"699","islam",22
"700","laugh",22
"701","lazy",22
"702","leaders",22
"703","looked",22
"704","meant",22
"705","meet",22
"706","mention",22
"707","muslim",22
"708","mutt",22
"709","operation",22
"710","police",22
"711","pretending",22
"712","refuse",22
"713","rights",22
"714","schizo",22
"715","sexual",22
"716","similar",22
"717","sleep",22
"718","sound",22
"719","special",22
"720","specific",22
"721","spencer",22
"722","spent",22
"723","starting",22
"724","tank",22
"725","von",22
"726","wage",22
"727","wear",22
"728","whores",22
"729","workers",22
"730","aids",21
"731","changed",21
"732","church",21
"733","cold",21
"734","collapse",21
"735","color",21
"736","crazy",21
"737","created",21
"738","crimes",21
"739","distance",21
"740","drinking",21
"741","fag",21
"742","fast",21
"743","fed",21
"744","forgot",21
"745","france",21
"746","funding",21
"747","gen",21
"748","george",21
"749","ground",21
"750","huh",21
"751","identity",21
"752","japanese",21
"753","john",21
