"","word","n"
"1","jew",1638
"2","israel",738
"3","white",511
"4","fuck",468
"5","false",416
"6","god",390
"7","click",386
"8","el",383
"9","function",383
"10","nigger",307
"11","retard",293
"12","war",293
"13","posting",278
"14","world",273
"15","women",267
"16","coming",250
"17","party",236
"18","real",231
"19","force",227
"20","learn",226
"21","weeks",215
"22","box",213
"23","check",212
"24","happy",206
"25","spread",205
"26","america",204
"27","script",202
"28","origin",197
"29","trial",197
"30","faggot",196
"31","birthday",194
"32","acceptance",191
"33","canvas",190
"34","confetti",190
"35","country",190
"36","janitor",190
"37","based",181
"38","literally",177
"39","support",172
"40","ukraine",166
"41","dead",160
"42","hate",160
"43","kill",156
"44","death",150
"45","money",148
"46","bad",143
"47","life",138
"48","children",136
"49","palestinians",136
"50","care",134
"51","live",131
"52","stop",131
"53","black",128
"54","free",121
"55","russia",118
"56","wrong",117
"57","russian",116
"58","human",114
"59","love",113
"60","power",113
"61","hope",111
"62","killed",108
"63","government",106
"64","reason",106
"65","shill",106
"66","anti",104
"67","imagine",104
"68","media",103
"69","palestinian",103
"70","babies",101
"71","land",100
"72","countries",98
"73","muslim",97
"74","start",96
"75","reality",95
"76","times",95
"77","die",93
"78","entire",92
"79","left",92
"80","evil",91
"81","fake",90
"82","single",90
"83","west",90
"84","china",89
"85","makes",89
"86","jesus",88
"87","means",86
"88","race",86
"89","fight",85
"90","truth",85
"91","gonna",83
"92","attack",82
"93","ass",81
"94","call",79
"95","called",79
"96","mind",79
"97","pretty",78
"98","sage",78
"99","ago",77
"100","hell",76
"101","remember",76
"102","stupid",76
"103","western",76
"104","child",75
"105","christ",75
"106","feel",75
"107","religion",75
"108","flag",74
"109","holy",74
"110","run",74
"111","total",74
"112","dude",72
"113","gay",72
"114","threads",72
"115","understand",72
"116","european",71
"117","guess",71
"118","propaganda",71
"119","video",71
"120","chinese",70
"121","happening",70
"122","hard",70
"123","started",70
"124","days",68
"125","happen",68
"126","happened",68
"127","talking",68
"128","middle",67
"129","trump",67
"130","lost",66
"131","bullshit",65
"132","person",65
"133","thinking",65
"134","arab",64
"135","boomer",64
