"","word","n"
"1","white",1114
"2","jew",1064
"3","nigger",976
"4","women",965
"5","fuck",770
"6","world",505
"7","retard",452
"8","america",392
"9","country",339
"10","war",336
"11","race",329
"12","faggot",326
"13","real",312
"14","china",311
"15","god",311
"16","life",295
"17","posting",295
"18","literally",282
"19","force",278
"20","russia",277
"21","bad",272
"22","party",272
"23","coming",266
"24","learn",257
"25","weeks",249
"26","check",245
"27","live",245
"28","based",244
"29","money",231
"30","stop",225
"31","love",224
"32","russian",222
"33","government",220
"34","chinese",212
"35","reason",208
"36","box",205
"37","care",203
"38","hate",203
"39","kill",199
"40","acceptance",192
"41","trial",191
"42","black",190
"43","janitor",190
"44","ukraine",189
"45","religion",187
"46","left",180
"47","die",177
"48","death",175
"49","understand",175
"50","shill",174
"51","population",171
"52","stupid",171
"53","trump",163
"54","feel",162
"55","male",160
"56","wrong",159
"57","means",158
"58","makes",155
"59","pretty",155
"60","talking",153
"61","evil",152
"62","free",152
"63","porn",151
"64","power",150
"65","social",150
"66","imagine",149
"67","canada",147
"68","entire",147
"69","west",147
"70","start",145
"71","history",144
"72","anti",142
"73","killed",142
"74","fight",139
"75","culture",138
"76","military",138
"77","christian",137
"78","person",137
"79","society",136
"80","media",134
"81","paid",134
"82","family",132
"83","sex",127
"84","sexual",126
"85","truth",125
"86","video",125
"87","ago",124
"88","control",124
"89","half",124
"90","racial",124
"91","christianity",123
"92","game",123
"93","nation",123
"94","guy",122
"95","human",122
"96","change",120
"97","mind",120
"98","pay",120
"99","countries",119
"100","european",119
"101","lost",119
"102","children",118
"103","nice",118
"104","run",118
"105","average",117
"106","single",117
"107","called",116
"108","matter",116
"109","ass",115
"110","basically",113
"111","fake",113
"112","hope",112
"113","reality",112
"114","times",112
"115","days",110
"116","dead",110
"117","kids",109
"118","living",109
"119","call",108
"120","hard",108
"121","public",108
"122","anymore",107
"123","happen",107
"124","completely",105
"125","india",105
"126","iq",105
"127","system",105
"128","girl",104
"129","job",104
"130","op",104
"131","political",102
"132","low",101
"133","support",101
"134","fat",100
"135","food",100
"136","funny",100
"137","gay",100
"138","americas",99
"139","buy",98
"140","idea",98
"141","dumb",97
"142","cope",96
"143","modern",96
"144","thinking",96
"145","worse",96
"146","girls",95
"147","nazi",95
"148","attention",94
"149","jesus",94
"150","move",94
"151","remember",94
"152","threads",94
"153","age",93
"154","dick",93
"155","happened",93
"156","actual",92
"157","ai",91
"158","city",91
"159","police",91
"160","found",90
"161","gonna",90
"162","simply",90
"163","worth",90
"164","land",89
"165","stuff",89
"166","future",88
"167","bullshit",87
"168","christ",87
"169","school",87
"170","told",87
"171","due",86
"172","house",86
"173","lives",86
"174","oil",86
"175","talk",86
"176","guess",85
"177","sense",85
"178","word",84
"179","bitch",83
"180","brown",82
"181","king",82
"182","workers",82
"183","cities",80
"184","fighting",80
"185","allowed",79
"186","mass",79
"187","act",78
"188","head",78
"189","liberal",78
"190","line",78
"191","lose",78
"192","worship",78
"193","church",77
"194","hell",76
"195","leave",76
"196","play",76
"197","rest",76
"198","south",76
"199","killing",75
"200","stay",75
"201","empire",74
"202","holy",74
"203","pussy",74
"204","rape",74
"205","book",73
"206","pic",73
"207","question",73
"208","red",73
"209","slave",73
"210","child",72
"211","draft",72
"212","israel",72
"213","million",72
"214","simple",72
"215","books",71
"216","economy",71
"217","flag",70
"218","germany",70
"219","politics",70
"220","vote",70
"221","wife",70
"222","win",70
"223","current",69
"224","easy",69
"225","games",69
"226","phone",69
"227","wait",69
"228","western",69
"229","english",68
"230","german",68
"231","law",68
"232","tate",68
"233","watching",68
"234","related",67
"235","religious",67
"236","started",67
"237","status",67
"238","bit",66
"239","body",66
"240","level",66
"241","shut",66
"242","supposed",66
"243","army",65
"244","canadian",65
"245","crime",65
"246","deal",65
"247","plan",65
"248","reading",65
"249","slaves",65
