"","word","n"
"1","jew",1037
"2","white",725
"3","fuck",590
"4","nigger",511
"5","women",495
"6","retard",351
"7","america",296
"8","world",289
"9","god",282
"10","posting",281
"11","war",264
"12","faggot",263
"13","russia",263
"14","bad",249
"15","stop",249
"16","life",248
"17","russian",248
"18","learn",245
"19","ukraine",239
"20","based",236
"21","force",236
"22","party",234
"23","real",232
"24","literally",212
"25","campaign",210
"26","country",209
"27","trial",208
"28","crypto",197
"29","die",194
"30","bernd",190
"31","money",184
"32","hate",168
"33","live",166
"34","care",155
"35","love",155
"36","guy",152
"37","power",148
"38","pretty",146
"39","wrong",141
"40","sage",139
"41","trump",139
"42","children",133
"43","sex",133
"44","death",132
"45","jesus",132
"46","call",130
"47","gay",130
"48","dutch",129
"49","op",129
"50","kill",128
"51","race",123
"52","coming",122
"53","understand",122
"54","poor",121
"55","word",121
"56","free",120
"57","support",119
"58","black",117
"59","makes",117
"60","stupid",116
"61","fed",114
"62","left",113
"63","reason",112
"64","fake",111
"65","shill",111
"66","evil",109
"67","hard",108
"68","ago",107
"69","leave",107
"70","fight",106
"71","culture",105
"72","single",104
"73","means",102
"74","times",102
"75","control",101
"76","kids",101
"77","start",101
"78","feel",100
"79","americas",99
"80","imagine",99
"81","days",98
"82","video",98
"83","bible",97
"84","hope",97
"85","liver",97
"86","person",95
"87","bitch",93
"88","government",93
"89","low",93
"90","body",92
"91","christ",92
"92","family",91
"93","land",91
"94","anti",90
"95","called",90
"96","entire",90
"97","food",90
"98","israel",90
"99","talking",90
"100","told",90
"101","trust",90
"102","chinese",89
"103","christianity",89
"104","gonna",89
"105","society",89
"106","bullshit",87
"107","died",86
"108","hand",86
"109","idea",86
"110","worse",85
"111","ass",84
"112","buy",84
"113","dead",84
"114","dick",84
"115","history",84
"116","living",84
"117","matter",84
"118","christian",83
"119","nice",83
"120","talk",83
"121","west",83
"122","eat",82
"123","lost",82
"124","marry",81
"125","media",81
"126","change",80
"127","dude",80
"128","girl",80
