"","word","n"
"1","jew",1611
"2","israel",580
"3","white",567
"4","fuck",556
"5","god",389
"6","retard",383
"7","world",374
"8","nigger",371
"9","posting",324
"10","women",311
"11","war",308
"12","european",300
"13","america",294
"14","faggot",271
"15","literally",249
"16","party",246
"17","real",245
"18","learn",244
"19","force",240
"20","trump",231
"21","russian",223
"22","based",222
"23","islam",221
"24","life",209
"25","stop",205
"26","hate",201
"27","trial",201
"28","fake",197
"29","country",193
"30","anti",189
"31","aryan",183
"32","bad",183
"33","money",178
"34","video",173
"35","live",170
"36","porn",164
"37","children",162
"38","care",157
"39","love",157
"40","kill",151
"41","support",151
"42","free",148
"43","called",145
"44","human",145
"45","ukraine",143
"46","jesus",142
"47","russia",141
"48","evil",139
"49","black",136
"50","death",136
"51","feel",134
"52","makes",133
"53","call",132
"54","government",132
"55","means",132
"56","reason",132
"57","christian",131
"58","muslim",129
"59","red",128
"60","warrior",128
"61","ago",127
"62","die",127
"63","hard",127
"64","shill",127
"65","killed",124
"66","race",124
"67","wrong",124
"68","start",123
"69","times",123
"70","countries",122
"71","pretty",121
"72","eat",120
"73","meat",119
"74","understand",119
"75","stupid",118
"76","earth",117
"77","entire",116
"78","lies",116
"79","nice",116
"80","guy",114
"81","military",113
"82","history",112
"83","christ",111
"84","imagine",111
"85","matter",111
"86","bullshit",109
"87","person",107
"88","power",107
"89","left",106
"90","shot",105
"91","talking",104
"92","gay",103
"93","gonna",102
"94","happen",102
"95","kids",101
"96","op",101
"97","truth",101
"98","west",100
"99","propaganda",99
"100","single",99
"101","guess",98
"102","remember",97
"103","child",95
"104","religion",93
"105","normal",92
"106","basically",91
"107","dead",91
"108","wall",91
"109","word",91
"110","low",90
"111","sage",90
"112","completely",89
"113","family",89
"114","buy",88
"115","land",87
"116","nazis",87
"117","americas",86
"118","cauldron",85
"119","dumb",84
"120","run",83
"121","started",83
"122","aga",82
"123","blue",82
"124","china",82
"125","culture",82
"126","dies",82
"127","system",82
"128","destroy",81
"129","middle",81
"130","term",81
"131","flag",80
"132","control",79
"133","pic",79
"134","political",79
"135","beef",78
"136","ground",78
"137","happening",78
"138","house",78
"139","media",78
"140","palestinians",78
"141","threads",78
"142","days",77
"143","german",77
"144","related",77
"145","ass",76
"146","father",76
"147","friends",76
"148","happened",76
"149","idea",76
"150","pay",76
"151","air",75
"152","allah",75
"153","hell",75
"154","law",75
"155","recoil",75
"156","germans",74
"157","mind",74
"158","modern",74
"159","told",74
"160","church",73
"161","english",73
"162","food",73
"163","rape",73
"164","actual",72
"165","half",72
"166","stuff",72
"167","claim",71
"168","coming",71
"169","hope",70
"170","weird",70
"171","blood",69
"172","brown",69
"173","cope",69
"174","book",68
"175","fire",68
"176","iran",68
"177","night",68
"178","simply",68
"179","total",68
"180","attack",67
"181","bible",67
"182","rest",67
"183","sense",67
"184","worse",67
"185","city",66
"186","holy",66
"187","pro",66
"188","anymore",65
"189","fat",65
"190","level",65
"191","living",65
"192","play",65
"193","society",65
"194","nazi",64
"195","palestinian",64
"196","reality",64
"197","hair",63
"198","killing",63
"199","game",62
"200","lie",62
"201","nation",62
"202","nazism",62
"203","sky",62
"204","western",62
"205","words",62
"206","found",61
"207","job",61
"208","peoples",61
"209","president",61
"210","taking",61
"211","win",61
"212","absolutely",60
"213","bit",60
"214","brain",60
"215","bunch",60
"216","change",60
"217","create",60
"218","late",60
"219","lives",60
"220","lord",60
"221","question",60
"222","son",60
"223","status",60
"224","thinking",60
"225","ancient",59
"226","antichrist",59
"227","calling",59
"228","goyim",59
"229","public",59
"230","save",59
"231","ceasefire",58
"232","east",58
"233","fall",58
"234","roman",58
"235","satan",58
"236","sounds",58
"237","chinese",57
"238","christianity",57
"239","fighting",57
"240","fun",57
"241","speak",57
"242","dude",56
"243","funny",56
"244","iq",56
"245","victims",56
"246","agree",55
"247","leave",55
"248","lying",55
"249","paid",55
"250","talk",55
"251","age",54
"252","genocide",54
"253","gun",54
"254","hot",54
"255","invasion",54
"256","mass",54
"257","giving",53
"258","sex",53
"259","south",53
"260","thousands",53
"261","track",53
"262","wait",53
"263","baby",52
"264","cops",52
"265","gore",52
"266","hand",52
"267","meant",52
"268","story",52
"269","daughter",51
"270","hit",51
"271","poor",51
"272","videos",51
"273","body",50
"274","false",50
"275","hands",50
"276","humans",50
"277","move",50
"278","slave",50
"279","watching",50
"280","cool",49
"281","destroyed",49
"282","dick",49
"283","fine",49
"284","immigration",49
"285","million",49
"286","pre",49
"287","solar",49
"288","act",48
"289","al",48
"290","close",48
"291","created",48
"292","follow",48
"293","head",48
"294","heard",48
"295","light",48
"296","lost",48
"297","social",48
"298","water",48
"299","blame",47
"300","foreign",47
"301","goy",47
"302","majority",47
"303","born",46
"304","british",46
"305","cut",46
"306","dad",46
"307","germany",46
"308","guns",46
"309","notice",46
"310","allowed",45
"311","behavior",45
"312","common",45
"313","extremely",45
"314","fight",45
"315","personally",45
"316","population",45
"317","racist",45
"318","straight",45
"319","worship",45
"320","argument",44
"321","aurora",44
"322","deserve",44
"323","field",44
"324","friend",44
"325","illegal",44
"326","link",44
"327","national",44
"328","pretend",44
"329","realize",44
"330","rule",44
"331","type",44
"332","bank",43
"333","bitch",43
"334","faith",43
"335","fed",43
"336","hatred",43
"337","identity",43
"338","local",43
"339","push",43
"340","shut",43
"341","stay",43
