"","word","n"
"1","white",678
"2","women",597
"3","jew",571
"4","fuck",487
"5","nigger",439
"6","retard",383
"7","world",306
"8","america",301
"9","god",287
"10","country",283
"11","learn",237
"12","posting",237
"13","party",235
"14","force",228
"15","hours",223
"16","based",218
"17","literally",211
"18","war",208
"19","money",204
"20","click",201
"21","submit",197
"22","trial",197
"23","applications",196
"24","accepted",195
"25","application",194
"26","janitor",193
"27","faggot",192
"28","china",189
"29","hate",188
"30","life",185
"31","live",181
"32","government",174
"33","ukraine",171
"34","russian",169
"35","kids",168
"36","real",164
"37","russia",160
"38","church",156
"39","reason",146
"40","stop",143
"41","children",139
"42","mexico",138
"43","population",130
"44","bad",126
"45","military",123
"46","makes",118
"47","times",117
"48","power",116
"49","game",115
"50","race",115
"51","sex",114
"52","stupid",114
"53","modern",113
"54","wrong",113
"55","pretty",112
"56","start",111
"57","black",109
"58","guy",109
"59","left",109
"60","family",107
"61","india",105
"62","hard",104
"63","love",104
"64","jesus",103
"65","understand",103
"66","pay",102
"67","call",101
"68","gay",101
"69","americas",100
"70","care",99
"71","die",99
"72","imagine",98
"73","catholic",95
"74","matter",93
"75","single",92
"76","chinese",91
"77","free",91
"78","kill",91
"79","society",90
"80","half",89
"81","house",89
"82","feel",88
"83","porn",88
"84","living",87
"85","sage",87
"86","talking",87
"87","age",86
"88","human",86
"89","west",86
"90","change",85
"91","entire",85
"92","ago",84
"93","fight",84
"94","christ",83
"95","control",83
"96","means",83
"97","child",82
"98","job",82
"99","religion",82
"100","ass",81
"101","buy",81
"102","dumb",81
"103","history",81
"104","land",81
"105","king",80
"106","trump",78
"107","dead",77
"108","fake",77
"109","gonna",77
"110","coming",76
"111","idea",76
"112","video",76
"113","built",75
"114","countries",75
"115","hand",75
"116","line",75
"117","nation",75
"118","flag",74
"119","media",74
"120","spics",74
"121","iq",73
"122","israel",73
"123","op",73
"124","poor",72
"125","answer",71
"126","build",71
"127","million",71
"128","western",71
"129","bullshit",70
"130","hope",70
"131","completely",69
"132","death",69
"133","food",69
"134","mind",69
"135","political",69
"136","run",69
"137","stuff",69
"138","anymore",68
"139","called",68
"140","nice",68
"141","fault",67
"142","low",67
"143","social",67
"144","culture",66
"145","future",66
"146","lost",66
"147","mexican",66
"148","past",66
"149","system",66
"150","christianity",65
"151","exist",65
"152","days",64
"153","due",64
"154","happened",64
"155","indian",64
"156","move",64
"157","parents",64
"158","support",64
"159","ukrainian",64
"160","word",64
"161","sense",63
"162","basically",62
"163","bitch",62
"164","rich",62
"165","send",62
"166","worse",62
"167","christian",61
"168","guess",61
"169","happen",61
"170","phone",60
"171","stay",60
"172","worth",60
"173","evil",59
"174","germany",59
